Time measurement,Displacement,Primary force measurement,Composite strain,Flexure stress
"0.84000","0.00048","3.71410","0.00002","0.87694"
"0.86000","0.00051","3.70239","0.00002","0.87418"
"0.88000","0.00053","3.86281","0.00002","0.91205"
"0.90000","0.00054","4.19224","0.00002","0.98983"
"0.92000","0.00056","4.54208","0.00002","1.07244"
"0.94000","0.00059","4.74034","0.00002","1.11925"
"0.96000","0.00062","5.03141","0.00002","1.18797"
"0.98000","0.00063","5.21204","0.00002","1.23062"
"1.00000","0.00064","5.21947","0.00002","1.23238"
"1.02000","0.00067","5.33033","0.00002","1.25855"
"1.04000","0.00070","5.59686","0.00002","1.32148"
"1.06000","0.00070","5.77312","0.00002","1.36310"
"1.08000","0.00072","5.86894","0.00002","1.38572"
"1.10000","0.00075","6.30451","0.00002","1.48857"
"1.12000","0.00075","6.42194","0.00002","1.51629"
"1.14000","0.00078","6.44401","0.00002","1.52150"
"1.16000","0.00078","6.49103","0.00002","1.53261"
"1.18000","0.00080","6.87864","0.00003","1.62412"
"1.20000","0.00083","6.94173","0.00003","1.63902"
"1.22000","0.00083","7.03899","0.00003","1.66198"
"1.24000","0.00086","7.31778","0.00003","1.72781"
"1.26000","0.00086","7.69318","0.00003","1.81645"
"1.28000","0.00088","7.73099","0.00003","1.82537"
"1.30000","0.00091","7.90426","0.00003","1.86628"
"1.32000","0.00091","8.17371","0.00003","1.92990"
"1.34000","0.00094","8.32159","0.00003","1.96482"
"1.36000","0.00096","8.28206","0.00003","1.95549"
"1.38000","0.00096","8.45180","0.00003","1.99556"
"1.40000","0.00099","8.85306","0.00003","2.09031"
"1.42000","0.00102","9.08776","0.00003","2.14572"
"1.44000","0.00102","9.11629","0.00003","2.15246"
"1.46000","0.00104","9.34951","0.00003","2.20752"
"1.48000","0.00106","9.64739","0.00003","2.27786"
"1.50000","0.00107","9.99155","0.00003","2.35912"
"1.52000","0.00110","10.14133","0.00003","2.39448"
"1.54000","0.00110","10.16419","0.00003","2.39988"
"1.56000","0.00112","10.47298","0.00004","2.47279"
"1.58000","0.00115","10.65971","0.00004","2.51688"
"1.60000","0.00115","10.66418","0.00004","2.51793"
"1.62000","0.00118","10.69621","0.00004","2.52550"
"1.64000","0.00118","10.73750","0.00004","2.53524"
"1.66000","0.00121","11.20186","0.00004","2.64488"
"1.68000","0.00123","11.60940","0.00004","2.74111"
"1.70000","0.00123","11.99275","0.00004","2.83162"
"1.72000","0.00126","12.07495","0.00004","2.85103"
"1.74000","0.00129","12.28635","0.00004","2.90094"
"1.76000","0.00129","12.44072","0.00004","2.93739"
"1.78000","0.00131","12.61145","0.00004","2.97770"
"1.80000","0.00134","12.58399","0.00004","2.97122"
"1.82000","0.00134","12.79928","0.00004","3.02205"
"1.84000","0.00137","13.16268","0.00004","3.10786"
"1.86000","0.00137","13.39899","0.00004","3.16365"
"1.88000","0.00139","13.28842","0.00004","3.13754"
"1.90000","0.00142","13.54182","0.00004","3.19738"
"1.92000","0.00142","13.74668","0.00004","3.24574"
"1.94000","0.00145","13.60015","0.00005","3.21115"
"1.96000","0.00145","14.06359","0.00005","3.32057"
"1.98000","0.00147","14.57006","0.00005","3.44015"
"2.00000","0.00150","14.74758","0.00005","3.48207"
"2.02000","0.00150","14.90437","0.00005","3.51909"
"2.04000","0.00153","15.19516","0.00005","3.58774"
"2.06000","0.00155","15.39031","0.00005","3.63382"
"2.08000","0.00155","15.30373","0.00005","3.61338"
"2.10000","0.00158","15.66546","0.00005","3.69879"
"2.12000","0.00158","16.09906","0.00005","3.80117"
"2.14000","0.00161","16.13183","0.00005","3.80890"
"2.16000","0.00163","16.00484","0.00005","3.77892"
"2.18000","0.00163","16.30051","0.00005","3.84873"
"2.20000","0.00166","16.58774","0.00005","3.91655"
"2.22000","0.00166","16.57545","0.00005","3.91365"
"2.24000","0.00169","16.96690","0.00005","4.00607"
"2.26000","0.00171","17.20060","0.00005","4.06125"
"2.28000","0.00171","17.39431","0.00005","4.10699"
"2.30000","0.00174","17.42534","0.00005","4.11432"
"2.32000","0.00177","17.61822","0.00006","4.15986"
"2.34000","0.00177","17.86268","0.00006","4.21758"
"2.36000","0.00179","18.26639","0.00006","4.31290"
"2.38000","0.00179","18.43631","0.00006","4.35302"
"2.40000","0.00182","18.57123","0.00006","4.38487"
"2.42000","0.00185","18.79874","0.00006","4.43859"
"2.44000","0.00185","19.11243","0.00006","4.51266"
"2.46000","0.00187","19.25425","0.00006","4.54614"
"2.48000","0.00188","19.16879","0.00006","4.52596"
"2.50000","0.00190","19.29487","0.00006","4.55573"
"2.52000","0.00193","19.54428","0.00006","4.61462"
"2.54000","0.00193","19.65907","0.00006","4.64173"
"2.56000","0.00196","20.10006","0.00006","4.74585"
"2.58000","0.00198","20.61194","0.00006","4.86671"
"2.60000","0.00198","20.80207","0.00006","4.91160"
"2.62000","0.00201","20.84699","0.00006","4.92221"
"2.64000","0.00201","20.84973","0.00006","4.92285"
"2.66000","0.00204","21.01514","0.00006","4.96191"
"2.68000","0.00206","21.43006","0.00006","5.05988"
"2.70000","0.00206","21.79334","0.00006","5.14565"
"2.72000","0.00209","21.76192","0.00007","5.13823"
"2.74000","0.00212","21.93623","0.00007","5.17939"
"2.76000","0.00212","22.43168","0.00007","5.29637"
"2.78000","0.00214","22.48286","0.00007","5.30845"
"2.80000","0.00217","22.39007","0.00007","5.28654"
"2.82000","0.00217","22.45748","0.00007","5.30246"
"2.84000","0.00220","22.85289","0.00007","5.39582"
"2.86000","0.00221","23.23152","0.00007","5.48522"
"2.88000","0.00222","23.45007","0.00007","5.53682"
"2.90000","0.00225","23.36843","0.00007","5.51755"
"2.92000","0.00225","23.49472","0.00007","5.54737"
"2.94000","0.00228","23.81390","0.00007","5.62273"
"2.96000","0.00229","24.24236","0.00007","5.72389"
"2.98000","0.00230","24.45461","0.00007","5.77401"
"3.00000","0.00233","24.63922","0.00007","5.81759"
"3.02000","0.00233","24.78694","0.00007","5.85247"
"3.04000","0.00236","24.94058","0.00007","5.88875"
"3.06000","0.00238","25.08951","0.00007","5.92391"
"3.08000","0.00238","25.32581","0.00007","5.97971"
"3.10000","0.00241","25.58836","0.00008","6.04170"
"3.12000","0.00244","25.80070","0.00008","6.09183"
"3.14000","0.00244","26.14450","0.00008","6.17301"
"3.16000","0.00246","26.42525","0.00008","6.23930"
"3.18000","0.00247","26.36692","0.00008","6.22552"
"3.20000","0.00249","26.67625","0.00008","6.29856"
"3.22000","0.00252","26.94192","0.00008","6.36129"
"3.24000","0.00252","27.18597","0.00008","6.41891"
"3.26000","0.00254","27.37115","0.00008","6.46263"
"3.28000","0.00257","27.50775","0.00008","6.49488"
"3.30000","0.00257","27.74179","0.00008","6.55014"
"3.32000","0.00260","27.90924","0.00008","6.58968"
"3.34000","0.00262","28.05799","0.00008","6.62480"
"3.36000","0.00262","28.19320","0.00008","6.65673"
"3.38000","0.00265","28.35976","0.00008","6.69605"
"3.40000","0.00265","28.57645","0.00008","6.74722"
"3.42000","0.00268","28.74658","0.00008","6.78739"
"3.44000","0.00271","28.91117","0.00008","6.82625"
"3.46000","0.00271","29.19671","0.00008","6.89367"
"3.48000","0.00273","29.64156","0.00009","6.99870"
"3.50000","0.00276","29.84630","0.00009","7.04704"
"3.52000","0.00276","29.92086","0.00009","7.06465"
"3.54000","0.00279","30.14818","0.00009","7.11832"
"3.56000","0.00279","30.29156","0.00009","7.15217"
"3.58000","0.00281","30.63083","0.00009","7.23228"
"3.60000","0.00284","30.87102","0.00009","7.28899"
"3.62000","0.00284","31.04115","0.00009","7.32916"
"3.64000","0.00287","31.12494","0.00009","7.34894"
"3.66000","0.00288","31.24992","0.00009","7.37845"
"3.68000","0.00289","31.32849","0.00009","7.39701"
"3.70000","0.00292","31.48486","0.00009","7.43393"
"3.72000","0.00292","32.00261","0.00009","7.55617"
"3.74000","0.00295","32.27595","0.00009","7.62071"
"3.76000","0.00297","32.75696","0.00009","7.73428"
"3.78000","0.00297","32.98165","0.00009","7.78733"
"3.80000","0.00300","32.97620","0.00009","7.78605"
"3.82000","0.00303","32.81860","0.00009","7.74883"
"3.84000","0.00303","32.82368","0.00009","7.75004"
"3.86000","0.00305","33.20744","0.00010","7.84064"
"3.88000","0.00308","33.56661","0.00010","7.92545"
"3.90000","0.00308","33.74224","0.00010","7.96692"
"3.92000","0.00311","33.85886","0.00010","7.99445"
"3.94000","0.00311","33.91038","0.00010","8.00662"
"3.96000","0.00313","34.20415","0.00010","8.07598"
"3.98000","0.00316","34.55447","0.00010","8.15869"
"4.00000","0.00316","34.86504","0.00010","8.23202"
"4.02000","0.00319","34.83240","0.00010","8.22432"
"4.04000","0.00322","34.96304","0.00010","8.25516"
"4.06000","0.00321","35.25240","0.00010","8.32348"
"4.08000","0.00324","35.36636","0.00010","8.35039"
"4.10000","0.00325","35.52276","0.00010","8.38732"
"4.12000","0.00327","35.59720","0.00010","8.40489"
"4.14000","0.00329","35.90523","0.00010","8.47762"
"4.16000","0.00329","36.35748","0.00010","8.58440"
"4.18000","0.00332","36.72447","0.00010","8.67105"
"4.20000","0.00335","36.98631","0.00010","8.73288"
"4.22000","0.00335","36.95478","0.00010","8.72543"
"4.24000","0.00337","36.98372","0.00011","8.73227"
"4.26000","0.00338","37.27327","0.00011","8.80063"
"4.28000","0.00340","37.34968","0.00011","8.81867"
"4.30000","0.00343","37.48063","0.00011","8.84959"
"4.32000","0.00343","37.68161","0.00011","8.89705"
"4.34000","0.00346","38.08312","0.00011","8.99185"
"4.36000","0.00346","38.23983","0.00011","9.02885"
"4.38000","0.00348","38.33160","0.00011","9.05052"
"4.40000","0.00351","38.60171","0.00011","9.11429"
"4.42000","0.00351","39.01653","0.00011","9.21224"
"4.44000","0.00354","39.09233","0.00011","9.23013"
"4.46000","0.00355","39.23415","0.00011","9.26362"
"4.48000","0.00356","39.31657","0.00011","9.28308"
"4.50000","0.00359","39.70213","0.00011","9.37411"
"4.52000","0.00359","40.04928","0.00011","9.45608"
"4.54000","0.00362","40.00462","0.00011","9.44553"
"4.56000","0.00364","40.04555","0.00011","9.45520"
"4.58000","0.00364","40.41985","0.00011","9.54358"
"4.60000","0.00367","40.67896","0.00011","9.60475"
"4.62000","0.00367","40.91454","0.00011","9.66038"
"4.64000","0.00370","41.12589","0.00012","9.71028"
"4.66000","0.00372","41.36303","0.00012","9.76627"
"4.68000","0.00372","41.45058","0.00012","9.78694"
"4.70000","0.00375","41.32597","0.00012","9.75752"
"4.72000","0.00375","41.68638","0.00012","9.84262"
"4.74000","0.00378","42.03308","0.00012","9.92448"
"4.76000","0.00380","42.34983","0.00012","9.99927"
"4.78000","0.00380","42.57424","0.00012","10.05225"
"4.80000","0.00383","42.59135","0.00012","10.05629"
"4.82000","0.00385","42.73087","0.00012","10.08923"
"4.84000","0.00386","43.12460","0.00012","10.18220"
"4.86000","0.00388","43.35727","0.00012","10.23713"
"4.88000","0.00388","43.49696","0.00012","10.27011"
"4.90000","0.00391","43.46864","0.00012","10.26343"
"4.92000","0.00394","43.70037","0.00012","10.31814"
"4.94000","0.00394","44.00377","0.00012","10.38978"
"4.96000","0.00396","44.29354","0.00012","10.45820"
"4.98000","0.00396","44.63074","0.00012","10.53781"
"5.00000","0.00399","44.84021","0.00012","10.58727"
"5.02000","0.00402","44.95967","0.00013","10.61548"
"5.04000","0.00402","44.98575","0.00013","10.62163"
"5.06000","0.00404","45.14450","0.00013","10.65912"
"5.08000","0.00404","45.37341","0.00013","10.71317"
"5.10000","0.00407","45.44314","0.00013","10.72963"
"5.12000","0.00410","45.70219","0.00013","10.79079"
"5.14000","0.00410","46.15133","0.00013","10.89684"
"5.16000","0.00412","46.50242","0.00013","10.97974"
"5.18000","0.00412","46.54282","0.00013","10.98928"
"5.20000","0.00415","46.49376","0.00013","10.97769"
"5.22000","0.00418","46.71523","0.00013","11.02998"
"5.24000","0.00418","46.91454","0.00013","11.07704"
"5.26000","0.00421","47.08426","0.00013","11.11712"
"5.28000","0.00423","47.24121","0.00013","11.15417"
"5.30000","0.00423","47.57704","0.00013","11.23347"
"5.32000","0.00426","47.90770","0.00013","11.31154"
"5.34000","0.00426","48.02584","0.00013","11.33943"
"5.36000","0.00429","48.00334","0.00013","11.33412"
"5.38000","0.00430","48.20115","0.00013","11.38083"
"5.40000","0.00431","48.59954","0.00013","11.47489"
"5.42000","0.00434","48.89359","0.00014","11.54432"
"5.44000","0.00434","49.11477","0.00014","11.59654"
"5.46000","0.00437","49.22886","0.00014","11.62348"
"5.48000","0.00439","49.19091","0.00014","11.61452"
"5.50000","0.00439","49.29847","0.00014","11.63991"
"5.52000","0.00442","49.71552","0.00014","11.73839"
"5.54000","0.00445","50.08288","0.00014","11.82512"
"5.56000","0.00445","50.37200","0.00014","11.89339"
"5.58000","0.00447","50.39668","0.00014","11.89922"
"5.60000","0.00450","50.54294","0.00014","11.93375"
"5.62000","0.00450","50.81308","0.00014","11.99753"
"5.64000","0.00453","50.95531","0.00014","12.03111"
"5.66000","0.00454","51.14496","0.00014","12.07589"
"5.68000","0.00455","51.47994","0.00014","12.15499"
"5.70000","0.00458","51.62927","0.00014","12.19024"
"5.72000","0.00458","51.66960","0.00014","12.19977"
"5.74000","0.00461","51.83084","0.00014","12.23784"
"5.76000","0.00463","52.11626","0.00014","12.30523"
"5.78000","0.00463","52.49697","0.00014","12.39512"
"5.80000","0.00466","52.54938","0.00015","12.40749"
"5.82000","0.00469","52.71357","0.00015","12.44626"
"5.84000","0.00469","53.13003","0.00015","12.54459"
"5.86000","0.00471","53.29591","0.00015","12.58376"
"5.88000","0.00471","53.59178","0.00015","12.65361"
"5.90000","0.00474","54.03130","0.00015","12.75739"
"5.92000","0.00477","53.96136","0.00015","12.74088"
"5.94000","0.00477","54.07737","0.00015","12.76827"
"5.96000","0.00479","54.36147","0.00015","12.83535"
"5.98000","0.00482","54.59441","0.00015","12.89035"
"6.00000","0.00482","54.69624","0.00015","12.91439"
"6.02000","0.00485","54.52182","0.00015","12.87321"
"6.04000","0.00486","54.70728","0.00015","12.91700"
"6.06000","0.00487","55.37162","0.00015","13.07385"
"6.08000","0.00490","55.73689","0.00015","13.16010"
"6.10000","0.00491","55.77952","0.00015","13.17016"
"6.12000","0.00493","56.05204","0.00015","13.23451"
"6.14000","0.00496","56.32246","0.00015","13.29836"
"6.16000","0.00496","56.67458","0.00015","13.38150"
"6.18000","0.00498","56.93068","0.00016","13.44197"
"6.20000","0.00501","56.94852","0.00016","13.44618"
"6.22000","0.00501","56.96064","0.00016","13.44904"
"6.24000","0.00504","57.23680","0.00016","13.51424"
"6.26000","0.00506","57.59827","0.00016","13.59959"
"6.28000","0.00506","57.65968","0.00016","13.61409"
"6.30000","0.00509","57.88943","0.00016","13.66834"
"6.32000","0.00511","58.13633","0.00016","13.72663"
"6.34000","0.00512","58.36042","0.00016","13.77954"
"6.36000","0.00514","58.50321","0.00016","13.81326"
"6.38000","0.00516","58.84745","0.00016","13.89454"
"6.40000","0.00517","59.01941","0.00016","13.93514"
"6.42000","0.00520","59.35075","0.00016","14.01337"
"6.44000","0.00520","59.57346","0.00016","14.06596"
"6.46000","0.00522","59.58167","0.00016","14.06789"
"6.48000","0.00525","59.59528","0.00016","14.07111"
"6.50000","0.00525","59.85463","0.00016","14.13234"
"6.52000","0.00528","59.84637","0.00016","14.13039"
"6.54000","0.00530","60.06649","0.00017","14.18236"
"6.56000","0.00530","60.18882","0.00017","14.21125"
"6.58000","0.00533","60.46127","0.00017","14.27558"
"6.60000","0.00536","60.94996","0.00017","14.39096"
"6.62000","0.00538","61.04818","0.00017","14.41415"
"6.64000","0.00538","61.25456","0.00017","14.46288"
"6.66000","0.00541","61.14997","0.00017","14.43819"
"6.68000","0.00544","61.31412","0.00017","14.47694"
"6.70000","0.00544","61.71181","0.00017","14.57084"
"6.72000","0.00546","61.87595","0.00017","14.60960"
"6.74000","0.00549","61.94813","0.00017","14.62664"
"6.76000","0.00552","62.28559","0.00017","14.70632"
"6.78000","0.00552","62.74258","0.00017","14.81422"
"6.80000","0.00554","63.34548","0.00017","14.95657"
"6.82000","0.00557","63.89927","0.00017","15.08733"
"6.84000","0.00557","63.96992","0.00017","15.10401"
"6.86000","0.00560","63.62058","0.00017","15.02153"
"6.88000","0.00563","63.66858","0.00018","15.03286"
"6.90000","0.00563","63.97533","0.00018","15.10529"
"6.92000","0.00565","64.02375","0.00018","15.11672"
"6.94000","0.00567","64.04907","0.00018","15.12270"
"6.96000","0.00568","64.40230","0.00018","15.20610"
"6.98000","0.00571","65.02317","0.00018","15.35269"
"7.00000","0.00571","65.47693","0.00018","15.45983"
"7.02000","0.00573","65.61933","0.00018","15.49345"
"7.04000","0.00576","65.75607","0.00018","15.52574"
"7.06000","0.00576","65.91537","0.00018","15.56335"
"7.08000","0.00579","66.08334","0.00018","15.60301"
"7.10000","0.00580","66.11167","0.00018","15.60970"
"7.12000","0.00581","66.27956","0.00018","15.64934"
"7.14000","0.00584","66.63940","0.00018","15.73430"
"7.16000","0.00584","66.87937","0.00018","15.79096"
"7.18000","0.00587","67.02147","0.00018","15.82451"
"7.20000","0.00588","67.28393","0.00018","15.88648"
"7.22000","0.00589","67.81966","0.00018","16.01298"
"7.24000","0.00592","67.90764","0.00018","16.03375"
"7.26000","0.00592","67.91473","0.00018","16.03542"
"7.28000","0.00595","68.15636","0.00019","16.09247"
"7.30000","0.00597","68.25731","0.00019","16.11631"
"7.32000","0.00597","68.31376","0.00019","16.12964"
"7.34000","0.00600","68.46732","0.00019","16.16590"
"7.36000","0.00600","68.66044","0.00019","16.21149"
"7.38000","0.00603","68.69420","0.00019","16.21946"
"7.40000","0.00605","68.87486","0.00019","16.26212"
"7.42000","0.00605","69.51099","0.00019","16.41232"
"7.44000","0.00608","69.89798","0.00019","16.50369"
"7.46000","0.00610","70.03001","0.00019","16.53486"
"7.48000","0.00611","70.22608","0.00019","16.58116"
"7.50000","0.00613","70.51579","0.00019","16.64956"
"7.52000","0.00616","70.68778","0.00019","16.69017"
"7.54000","0.00616","70.61967","0.00019","16.67409"
"7.56000","0.00619","70.76958","0.00019","16.70948"
"7.58000","0.00619","70.87449","0.00019","16.73425"
"7.60000","0.00621","71.01447","0.00019","16.76731"
"7.62000","0.00624","71.21766","0.00019","16.81528"
"7.64000","0.00624","71.41441","0.00019","16.86173"
"7.66000","0.00627","71.61180","0.00020","16.90834"
"7.68000","0.00627","71.92927","0.00020","16.98330"
"7.70000","0.00629","72.43824","0.00020","17.10347"
"7.72000","0.00632","72.65437","0.00020","17.15450"
"7.74000","0.00632","72.59439","0.00020","17.14034"
"7.76000","0.00635","72.75085","0.00020","17.17728"
"7.78000","0.00637","72.95919","0.00020","17.22647"
"7.80000","0.00637","72.99088","0.00020","17.23396"
"7.82000","0.00640","73.20782","0.00020","17.28518"
"7.84000","0.00640","73.60524","0.00020","17.37901"
"7.86000","0.00643","73.76526","0.00020","17.41680"
"7.88000","0.00646","73.90349","0.00020","17.44943"
"7.90000","0.00646","74.30828","0.00020","17.54501"
"7.92000","0.00648","74.74173","0.00020","17.64735"
"7.94000","0.00649","75.20995","0.00020","17.75790"
"7.96000","0.00651","75.40810","0.00020","17.80469"
"7.98000","0.00654","75.59869","0.00020","17.84969"
"8.00000","0.00654","75.98289","0.00020","17.94040"
"8.02000","0.00656","76.29668","0.00020","18.01449"
"8.04000","0.00657","76.24384","0.00020","18.00202"
"8.06000","0.00659","76.51082","0.00021","18.06505"
"8.08000","0.00662","76.84676","0.00021","18.14437"
"8.10000","0.00662","77.06818","0.00021","18.19665"
"8.12000","0.00664","77.06489","0.00021","18.19588"
"8.14000","0.00666","77.23339","0.00021","18.23566"
"8.16000","0.00667","77.49420","0.00021","18.29724"
"8.18000","0.00670","77.53717","0.00021","18.30739"
"8.20000","0.00670","77.79087","0.00021","18.36729"
"8.22000","0.00672","78.29515","0.00021","18.48635"
"8.24000","0.00675","78.61421","0.00021","18.56169"
"8.26000","0.00675","78.81614","0.00021","18.60937"
"8.28000","0.00678","78.98348","0.00021","18.64888"
"8.30000","0.00678","79.16951","0.00021","18.69280"
"8.32000","0.00680","79.42859","0.00021","18.75397"
"8.34000","0.00683","79.52752","0.00021","18.77733"
"8.36000","0.00683","79.40393","0.00021","18.74815"
"8.38000","0.00686","79.50482","0.00021","18.77197"
"8.40000","0.00688","80.02854","0.00021","18.89563"
"8.42000","0.00688","80.46700","0.00021","18.99915"
"8.44000","0.00691","80.77205","0.00022","19.07118"
"8.46000","0.00691","81.03008","0.00022","19.13210"
"8.48000","0.00694","81.28851","0.00022","19.19312"
"8.50000","0.00696","81.61232","0.00022","19.26958"
"8.52000","0.00696","81.84212","0.00022","19.32383"
"8.54000","0.00699","81.68741","0.00022","19.28730"
"8.56000","0.00701","81.70309","0.00022","19.29101"
"8.58000","0.00702","81.96329","0.00022","19.35244"
"8.60000","0.00704","82.37982","0.00022","19.45079"
"8.62000","0.00704","82.49894","0.00022","19.47892"
"8.64000","0.00707","82.85025","0.00022","19.56186"
"8.66000","0.00710","83.17033","0.00022","19.63744"
"8.68000","0.00710","83.46425","0.00022","19.70683"
"8.70000","0.00712","83.63538","0.00022","19.74724"
"8.72000","0.00714","83.78921","0.00022","19.78356"
"8.74000","0.00715","84.04108","0.00022","19.84303"
"8.76000","0.00718","84.33813","0.00022","19.91317"
"8.78000","0.00718","84.40776","0.00022","19.92961"
"8.80000","0.00721","84.24653","0.00022","19.89154"
"8.82000","0.00723","84.54994","0.00023","19.96318"
"8.84000","0.00723","84.96599","0.00023","20.06141"
"8.86000","0.00726","84.96590","0.00023","20.06139"
"8.88000","0.00727","85.24338","0.00023","20.12691"
"8.90000","0.00729","85.63830","0.00023","20.22015"
"8.92000","0.00731","85.76379","0.00023","20.24978"
"8.94000","0.00731","85.95853","0.00023","20.29576"
"8.96000","0.00734","86.40646","0.00023","20.40153"
"8.98000","0.00736","86.82655","0.00023","20.50071"
"9.00000","0.00737","87.05771","0.00023","20.55529"
"9.02000","0.00739","86.98442","0.00023","20.53799"
"9.04000","0.00739","86.92875","0.00023","20.52484"
"9.06000","0.00742","87.29512","0.00023","20.61135"
"9.08000","0.00745","87.49101","0.00023","20.65760"
"9.10000","0.00745","87.73683","0.00023","20.71564"
"9.12000","0.00747","87.80678","0.00023","20.73215"
"9.14000","0.00750","88.10943","0.00023","20.80361"
"9.16000","0.00750","88.40916","0.00023","20.87439"
"9.18000","0.00753","88.49570","0.00023","20.89482"
"9.20000","0.00753","88.81586","0.00023","20.97041"
"9.22000","0.00755","89.24829","0.00024","21.07251"
"9.24000","0.00758","89.36372","0.00024","21.09977"
"9.26000","0.00758","89.61137","0.00024","21.15824"
"9.28000","0.00761","90.09507","0.00024","21.27245"
"9.30000","0.00763","90.39627","0.00024","21.34356"
"9.32000","0.00763","90.52639","0.00024","21.37428"
"9.34000","0.00766","90.61131","0.00024","21.39434"
"9.36000","0.00766","90.80486","0.00024","21.44003"
"9.38000","0.00769","90.76638","0.00024","21.43095"
"9.40000","0.00771","91.05493","0.00024","21.49908"
"9.42000","0.00771","91.53086","0.00024","21.61145"
"9.44000","0.00774","91.80202","0.00024","21.67548"
"9.46000","0.00774","91.90293","0.00024","21.69930"
"9.48000","0.00777","91.91409","0.00024","21.70193"
"9.50000","0.00780","92.03375","0.00024","21.73019"
"9.52000","0.00779","92.54697","0.00024","21.85137"
"9.54000","0.00782","92.70069","0.00024","21.88766"
"9.56000","0.00783","92.82700","0.00024","21.91748"
"9.58000","0.00785","92.90385","0.00024","21.93563"
"9.60000","0.00787","93.24979","0.00025","22.01731"
"9.62000","0.00788","93.68145","0.00025","22.11923"
"9.64000","0.00790","94.03960","0.00025","22.20379"
"9.66000","0.00793","94.29970","0.00025","22.26521"
"9.68000","0.00793","94.54413","0.00025","22.32292"
"9.70000","0.00796","94.65852","0.00025","22.34993"
"9.72000","0.00798","94.89576","0.00025","22.40594"
"9.74000","0.00798","95.13303","0.00025","22.46196"
"9.76000","0.00801","95.32700","0.00025","22.50776"
"9.78000","0.00804","95.48725","0.00025","22.54560"
"9.80000","0.00804","95.59324","0.00025","22.57063"
"9.82000","0.00806","95.84558","0.00025","22.63021"
"9.84000","0.00809","96.17935","0.00025","22.70901"
"9.86000","0.00809","96.40171","0.00025","22.76151"
"9.88000","0.00812","96.71660","0.00025","22.83586"
"9.90000","0.00812","97.03957","0.00025","22.91212"
"9.92000","0.00814","97.17834","0.00025","22.94489"
"9.94000","0.00817","97.29787","0.00025","22.97311"
"9.96000","0.00817","97.43863","0.00025","23.00634"
"9.98000","0.00820","97.82638","0.00026","23.09789"
"10.00000","0.00820","98.20898","0.00026","23.18823"
"10.02000","0.00822","98.11666","0.00026","23.16643"
"10.04000","0.00825","98.13229","0.00026","23.17012"
"10.06000","0.00825","98.37682","0.00026","23.22786"
"10.08000","0.00828","98.64061","0.00026","23.29014"
"10.10000","0.00828","98.85861","0.00026","23.34162"
"10.12000","0.00830","99.12132","0.00026","23.40364"
"10.14000","0.00833","99.44263","0.00026","23.47951"
"10.16000","0.00833","99.23154","0.00026","23.42967"
"10.18000","0.00836","99.50029","0.00026","23.49312"
"10.20000","0.00836","99.88585","0.00026","23.58416"
"10.22000","0.00838","100.30086","0.00026","23.68215"
"10.24000","0.00841","100.62895","0.00026","23.75961"
"10.26000","0.00841","100.76249","0.00026","23.79114"
