Time measurement,Displacement,Primary force measurement
(s),(mm),(N)
"0.00000","0.00000","0.19370"
"0.05000","0.00000","-0.07632"
"0.10000","0.00002","-0.34682"
"0.15000","-0.00003","-0.33843"
"0.20000","-0.00003","-0.06607"
"0.25000","-0.00003","-0.47606"
"0.30000","0.00000","-0.01063"
"0.35000","0.00000","-0.26646"
"0.40000","0.00003","-0.09878"
"0.45000","0.00005","0.03796"
"0.50000","0.00013","0.64614"
"0.55000","0.00022","1.87940"
"0.60000","0.00029","3.57072"
"0.65000","0.00038","4.83861"
"0.70000","0.00043","5.78039"
"0.75000","0.00048","6.97527"
"0.80000","0.00054","7.75569"
"0.85000","0.00059","8.36347"
"0.90000","0.00062","9.44034"
"0.95000","0.00067","10.11945"
"1.00000","0.00070","10.78536"
"1.05000","0.00075","11.69233"
"1.10000","0.00080","12.81053"
"1.15000","0.00083","13.16093"
"1.20000","0.00088","14.05858"
"1.25000","0.00091","14.68896"
"1.30000","0.00096","15.46873"
"1.35000","0.00102","16.18122"
"1.40000","0.00105","17.18388"
"1.45000","0.00110","17.77141"
"1.50000","0.00113","18.26309"
"1.55000","0.00118","19.21099"
"1.60000","0.00123","20.09329"
"1.65000","0.00128","20.68744"
"1.70000","0.00131","21.65619"
"1.75000","0.00137","22.56685"
"1.80000","0.00139","23.20455"
"1.85000","0.00145","23.76026"
"1.90000","0.00150","25.07467"
"1.95000","0.00153","25.60182"
"2.00000","0.00158","26.37394"
"2.05000","0.00161","27.40932"
"2.10000","0.00166","28.17612"
"2.15000","0.00171","28.89935"
"2.20000","0.00177","29.92697"
"2.25000","0.00179","31.30141"
"2.30000","0.00185","32.14946"
"2.35000","0.00190","32.82839"
"2.40000","0.00196","33.91639"
"2.45000","0.00198","34.57384"
"2.50000","0.00204","35.38189"
"2.55000","0.00206","35.90670"
"2.60000","0.00212","36.92963"
"2.65000","0.00214","37.77760"
"2.70000","0.00220","38.76679"
"2.75000","0.00225","39.26904"
"2.80000","0.00228","40.18568"
"2.85000","0.00233","41.17086"
"2.90000","0.00236","41.88272"
"2.95000","0.00241","42.49900"
"3.00000","0.00244","43.61131"
"3.05000","0.00249","44.15233"
"3.10000","0.00252","44.77254"
"3.15000","0.00254","45.59465"
"3.20000","0.00260","46.51659"
"3.25000","0.00265","46.98839"
"3.30000","0.00268","47.91266"
"3.35000","0.00271","48.80016"
"3.40000","0.00276","49.55325"
"3.45000","0.00281","49.94165"
"3.50000","0.00284","50.95840"
"3.55000","0.00287","51.68058"
"3.60000","0.00289","52.05273"
"3.65000","0.00295","52.70881"
"3.70000","0.00297","53.83892"
"3.75000","0.00303","54.29753"
"3.80000","0.00308","55.56237"
"3.85000","0.00311","56.27776"
"3.90000","0.00313","56.77285"
"3.95000","0.00319","57.65626"
"4.00000","0.00324","58.13064"
"4.05000","0.00327","59.24290"
"4.10000","0.00331","60.30770"
"4.15000","0.00335","61.16067"
"4.20000","0.00340","61.38810"
"4.25000","0.00343","62.57088"
"4.30000","0.00348","62.84907"
"4.35000","0.00351","63.95076"
"4.40000","0.00356","64.83566"
"4.45000","0.00362","65.56581"
"4.50000","0.00364","66.38598"
"4.55000","0.00369","67.57232"
"4.60000","0.00372","68.23489"
"4.65000","0.00378","68.76846"
"4.70000","0.00381","69.81938"
"4.75000","0.00386","70.47980"
"4.80000","0.00391","71.40284"
"4.85000","0.00394","72.49203"
"4.90000","0.00399","72.91895"
"4.95000","0.00403","73.42602"
"5.00000","0.00407","74.64629"
"5.05000","0.00413","75.70010"
"5.10000","0.00418","76.77470"
"5.15000","0.00421","77.37677"
"5.20000","0.00426","78.22351"
"5.25000","0.00429","79.16560"
"5.30000","0.00434","79.89513"
"5.35000","0.00439","80.98595"
"5.40000","0.00445","81.62669"
"5.45000","0.00449","82.71968"
"5.50000","0.00453","83.79317"
"5.55000","0.00458","84.62888"
"5.60000","0.00461","85.55080"
"5.65000","0.00466","86.31924"
"5.70000","0.00469","87.13564"
"5.75000","0.00474","87.82127"
"5.80000","0.00477","88.72414"
"5.85000","0.00482","89.44078"
"5.90000","0.00485","90.34462"
"5.95000","0.00490","90.91946"
"6.00000","0.00493","92.00134"
"6.05000","0.00498","92.54794"
"6.10000","0.00502","93.14578"
"6.15000","0.00506","94.36541"
"6.20000","0.00509","95.23123"
"6.25000","0.00514","95.73452"
"6.30000","0.00517","96.61794"
"6.35000","0.00522","97.19499"
"6.40000","0.00525","98.13595"
"6.45000","0.00528","98.71336"
"6.50000","0.00530","99.08833"
"6.55000","0.00536","100.06682"
"6.60000","0.00541","100.85625"
"6.65000","0.00544","101.54150"
"6.70000","0.00546","102.43102"
"6.75000","0.00552","103.22163"
"6.80000","0.00557","104.01871"
"6.85000","0.00560","104.95570"
"6.90000","0.00565","105.90829"
"6.95000","0.00568","106.82729"
"7.00000","0.00573","107.37859"
"7.05000","0.00578","107.97535"
"7.10000","0.00581","109.08874"
"7.15000","0.00586","109.73910"
"7.20000","0.00589","110.45435"
"7.25000","0.00592","111.53355"
"7.30000","0.00597","112.41441"
"7.35000","0.00603","113.12577"
"7.40000","0.00605","113.93763"
"7.45000","0.00611","114.89442"
"7.50000","0.00613","115.92248"
"7.55000","0.00619","116.21139"
"7.60000","0.00624","117.55958"
"7.65000","0.00627","118.29592"
"7.70000","0.00630","119.14545"
"7.75000","0.00635","120.05241"
"7.80000","0.00640","120.84406"
"7.85000","0.00644","121.70489"
"7.90000","0.00648","122.62968"
"7.95000","0.00654","123.68983"
"8.00000","0.00656","124.35509"
"8.05000","0.00662","125.18485"
"8.10000","0.00664","125.85443"
"8.15000","0.00670","126.91353"
"8.20000","0.00675","127.49798"
"8.25000","0.00680","128.55693"
"8.30000","0.00686","129.41893"
"8.35000","0.00688","130.42880"
"8.40000","0.00694","131.11359"
"8.45000","0.00699","132.14435"
"8.50000","0.00703","133.38954"
"8.55000","0.00706","134.14232"
"8.60000","0.00713","134.96198"
"8.65000","0.00715","135.26202"
"8.70000","0.00718","136.53513"
"8.75000","0.00723","137.40259"
"8.80000","0.00729","138.14702"
"8.85000","0.00731","139.02547"
"8.90000","0.00734","139.82077"
"8.95000","0.00739","140.51201"
"9.00000","0.00745","141.45067"
"9.05000","0.00747","142.04665"
"9.10000","0.00751","143.09131"
"9.15000","0.00755","143.69080"
"9.20000","0.00758","144.54874"
"9.25000","0.00763","145.13795"
"9.30000","0.00769","145.82782"
"9.35000","0.00771","146.61932"
"9.40000","0.00774","147.45488"
"9.45000","0.00777","147.82811"
"9.50000","0.00785","148.73984"
"9.55000","0.00792","150.60202"
"9.60000","0.00796","151.63191"
"9.65000","0.00798","152.39221"
"9.70000","0.00801","152.90511"
"9.75000","0.00806","153.99202"
"9.80000","0.00809","154.72437"
"9.85000","0.00814","155.73604"
"9.90000","0.00817","156.40024"
"9.95000","0.00822","156.85165"
"10.00000","0.00825","157.74921"
"10.05000","0.00830","158.79182"
"10.10000","0.00836","159.70517"
"10.15000","0.00838","160.57860"
"10.20000","0.00844","161.43269"
"10.25000","0.00847","162.46106"
"10.30000","0.00852","163.38359"
"10.35000","0.00857","164.03252"
"10.40000","0.00860","164.84563"
"10.45000","0.00865","165.55537"
"10.50000","0.00868","166.74968"
"10.55000","0.00873","167.61024"
"10.60000","0.00879","168.32654"
"10.65000","0.00881","169.12694"
"10.70000","0.00887","169.84001"
"10.75000","0.00889","170.83162"
"10.80000","0.00895","171.97014"
"10.85000","0.00900","172.38069"
"10.90000","0.00903","173.32941"
"10.95000","0.00905","174.50568"
"11.00000","0.00911","175.22771"
"11.05000","0.00916","175.98358"
"11.10000","0.00919","177.01518"
"11.15000","0.00922","177.46939"
"11.20000","0.00927","178.50290"
"11.25000","0.00932","179.45894"
"11.30000","0.00938","180.23853"
"11.35000","0.00940","181.04063"
"11.40000","0.00945","181.84557"
"11.45000","0.00948","182.86394"
"11.50000","0.00954","183.34448"
"11.55000","0.00957","184.58020"
"11.60000","0.00962","185.20277"
"11.65000","0.00964","186.05685"
"11.70000","0.00970","186.93552"
"11.75000","0.00975","187.53098"
"11.80000","0.00978","188.53485"
"11.85000","0.00983","189.18887"
"11.90000","0.00986","190.63625"
"11.95000","0.00991","191.37933"
"12.00000","0.00994","191.81715"
"12.05000","0.00999","192.61501"
"12.10000","0.01002","193.53049"
"12.15000","0.01007","194.51025"
"12.20000","0.01010","195.18446"
"12.25000","0.01015","195.81892"
"12.30000","0.01018","196.82320"
"12.35000","0.01021","197.50102"
"12.40000","0.01026","198.36501"
"12.45000","0.01029","199.39771"
"12.50000","0.01034","199.95341"
"12.55000","0.01037","200.67569"
"12.60000","0.01039","201.36679"
"12.65000","0.01042","202.11003"
"12.70000","0.01047","202.70042"
"12.75000","0.01050","203.55524"
"12.80000","0.01055","204.47473"
"12.85000","0.01058","205.25940"
"12.90000","0.01063","205.99144"
"12.95000","0.01069","206.92584"
"13.00000","0.01071","207.91089"
"13.05000","0.01077","208.36009"
"13.10000","0.01079","209.44444"
"13.15000","0.01084","210.29343"
"13.20000","0.01087","211.11993"
"13.25000","0.01093","211.95955"
"13.30000","0.01096","212.80836"
"13.35000","0.01101","213.90942"
"13.40000","0.01106","214.38000"
"13.45000","0.01109","215.42516"
"13.50000","0.01114","216.20351"
"13.55000","0.01117","217.18605"
"13.60000","0.01122","218.13303"
"13.65000","0.01128","219.24467"
"13.70000","0.01133","219.96205"
"13.75000","0.01136","220.95628"
"13.80000","0.01138","221.60339"
"13.85000","0.01144","222.58635"
"13.90000","0.01149","223.48428"
"13.95000","0.01152","224.39017"
"14.00000","0.01157","225.52063"
"14.05000","0.01162","226.26447"
"14.10000","0.01167","226.85973"
"14.15000","0.01171","228.18713"
"14.20000","0.01176","228.76973"
"14.25000","0.01181","229.91985"
"14.30000","0.01187","230.88306"
"14.35000","0.01189","231.67972"
"14.40000","0.01195","233.22839"
"14.45000","0.01200","233.97452"
"14.50000","0.01203","234.26118"
"14.55000","0.01208","235.21275"
"14.60000","0.01211","236.38922"
"14.65000","0.01216","237.45825"
"14.70000","0.01219","238.43744"
"14.75000","0.01224","239.08797"
"14.80000","0.01230","239.69922"
"14.85000","0.01232","240.51874"
"14.90000","0.01237","241.71452"
"14.95000","0.01240","242.77374"
"15.00000","0.01246","243.21706"
"15.05000","0.01248","244.36079"
"15.10000","0.01254","245.12524"
"15.15000","0.01259","245.78418"
"15.20000","0.01262","246.86201"
"15.25000","0.01267","247.64439"
"15.30000","0.01270","248.29674"
"15.35000","0.01272","249.57040"
"15.40000","0.01278","250.22928"
"15.45000","0.01283","251.19370"
"15.50000","0.01286","251.95158"
"15.55000","0.01288","252.70427"
"15.60000","0.01294","253.47565"
"15.65000","0.01296","254.44934"
"15.70000","0.01302","255.16769"
"15.75000","0.01304","255.81845"
"15.80000","0.01310","256.68964"
"15.85000","0.01315","257.74994"
"15.90000","0.01318","258.74408"
"15.95000","0.01321","259.27716"
"16.00000","0.01326","260.57065"
"16.05000","0.01329","261.33017"
"16.10000","0.01334","261.54428"
"16.15000","0.01337","262.66391"
"16.20000","0.01339","263.80695"
"16.25000","0.01342","264.50958"
"16.30000","0.01347","265.11139"
