Time measurement,Displacement,Primary force measurement
(s),(mm),(N)
"0.00000","0.00000","0.25554"
"0.02000","0.00000","0.26398"
"0.04000","0.00000","0.03269"
"0.06000","0.00000","-0.10607"
"0.08000","0.00000","-0.02047"
"0.10000","0.00000","0.02265"
"0.12000","0.00005","0.02980"
"0.14000","0.00024","0.58935"
"0.16000","0.00024","1.78914"
"0.18000","0.00027","2.42078"
"0.20000","0.00027","2.27706"
"0.22000","0.00027","2.19410"
"0.24000","0.00027","2.15032"
"0.26000","0.00027","2.09231"
"0.28000","0.00027","2.17954"
"0.30000","0.00027","2.19710"
"0.32000","0.00027","2.22697"
"0.34000","0.00027","2.14544"
"0.36000","0.00027","2.11986"
"0.38000","0.00027","2.29220"
"0.40000","0.00027","2.01855"
"0.42000","0.00027","1.77446"
"0.44000","0.00027","1.91643"
"0.46000","0.00027","2.21379"
"0.48000","0.00027","2.36356"
"0.50000","0.00027","2.35264"
"0.52000","0.00027","2.26060"
"0.54000","0.00027","2.09695"
"0.56000","0.00027","1.91283"
"0.58000","0.00027","2.02328"
"0.60000","0.00027","2.33945"
"0.62000","0.00027","2.31270"
"0.64000","0.00029","2.26061"
"0.66000","0.00032","2.52348"
"0.68000","0.00035","2.76415"
"0.70000","0.00037","3.00433"
"0.72000","0.00040","3.33880"
"0.74000","0.00043","3.40168"
"0.76000","0.00046","3.23898"
"0.78000","0.00048","3.45301"
"0.80000","0.00051","3.71003"
"0.82000","0.00051","4.18592"
"0.84000","0.00054","4.39136"
"0.86000","0.00056","4.43135"
"0.88000","0.00057","4.61353"
"0.90000","0.00059","4.80547"
"0.92000","0.00062","4.96490"
"0.94000","0.00064","5.19748"
"0.96000","0.00064","5.36473"
"0.98000","0.00067","5.41981"
"1.00000","0.00070","5.67365"
"1.02000","0.00072","5.79985"
"1.04000","0.00072","5.81607"
"1.06000","0.00075","6.07645"
"1.08000","0.00078","6.30163"
"1.10000","0.00078","6.49192"
"1.12000","0.00080","6.72899"
"1.14000","0.00083","7.23261"
"1.16000","0.00084","7.24119"
"1.18000","0.00086","7.34392"
"1.20000","0.00088","7.57753"
"1.22000","0.00091","7.62046"
"1.24000","0.00091","7.66739"
"1.26000","0.00094","7.80368"
"1.28000","0.00094","8.08077"
"1.30000","0.00096","8.05784"
"1.32000","0.00099","7.92205"
"1.34000","0.00099","8.29434"
"1.36000","0.00102","8.72666"
"1.38000","0.00103","8.81447"
"1.40000","0.00104","9.08228"
"1.42000","0.00107","9.09941"
"1.44000","0.00107","9.03175"
"1.46000","0.00110","9.29826"
"1.48000","0.00113","9.51825"
"1.50000","0.00113","9.75351"
"1.52000","0.00115","9.90607"
"1.54000","0.00118","10.15396"
"1.56000","0.00118","10.44795"
"1.58000","0.00121","10.68375"
"1.60000","0.00121","10.59068"
"1.62000","0.00123","10.67173"
"1.64000","0.00126","11.00403"
"1.66000","0.00126","11.09443"
"1.68000","0.00129","11.33746"
"1.70000","0.00131","11.49412"
"1.72000","0.00131","11.45064"
"1.74000","0.00134","11.66254"
"1.76000","0.00135","11.97170"
"1.78000","0.00137","11.93285"
"1.80000","0.00139","12.08986"
"1.82000","0.00139","12.13021"
"1.84000","0.00142","12.40677"
"1.86000","0.00145","12.58789"
"1.88000","0.00145","12.67983"
"1.90000","0.00147","12.81132"
"1.92000","0.00149","12.88090"
"1.94000","0.00150","13.42074"
"1.96000","0.00153","13.81924"
"1.98000","0.00153","13.80922"
"2.00000","0.00155","13.83781"
"2.02000","0.00156","14.30055"
"2.04000","0.00158","14.46718"
"2.06000","0.00161","14.19656"
"2.08000","0.00161","14.44475"
"2.10000","0.00163","15.00689"
"2.12000","0.00166","15.09653"
"2.14000","0.00166","14.96872"
"2.16000","0.00169","15.02141"
"2.18000","0.00171","15.37457"
"2.20000","0.00171","15.61768"
"2.22000","0.00174","15.67222"
"2.24000","0.00174","16.04419"
"2.26000","0.00177","16.35277"
"2.28000","0.00180","16.43407"
"2.30000","0.00179","16.31406"
"2.32000","0.00182","16.44402"
"2.34000","0.00183","17.05638"
"2.36000","0.00185","17.29725"
"2.38000","0.00188","17.11242"
"2.40000","0.00188","17.04561"
"2.42000","0.00190","17.53097"
"2.44000","0.00190","17.88338"
"2.46000","0.00193","18.08465"
"2.48000","0.00196","18.21842"
"2.50000","0.00196","18.37458"
"2.52000","0.00198","18.30383"
"2.54000","0.00199","18.50480"
"2.56000","0.00201","18.92148"
"2.58000","0.00204","18.90298"
"2.60000","0.00204","18.97066"
"2.62000","0.00206","18.99277"
"2.64000","0.00209","19.16814"
"2.66000","0.00209","19.52508"
"2.68000","0.00212","19.72915"
"2.70000","0.00212","19.96370"
"2.72000","0.00214","20.38212"
"2.74000","0.00216","20.55809"
"2.76000","0.00217","20.64038"
"2.78000","0.00220","20.88344"
"2.80000","0.00220","21.04147"
"2.82000","0.00222","20.80647"
"2.84000","0.00225","20.88932"
"2.86000","0.00225","21.20743"
"2.88000","0.00228","21.66320"
"2.90000","0.00230","21.94115"
