Time measurement,Displacement,Primary force measurement
(s),(mm),(N)
"0.00000","0.00000","0.06162"
"0.02000","0.00000","0.15243"
"0.04000","0.00000","0.12641"
"0.06000","0.00000","-0.01546"
"0.08000","0.00000","-0.37930"
"0.10000","0.00000","-0.36803"
"0.12000","0.00000","-0.29377"
"0.14000","0.00000","-0.34994"
"0.16000","0.00000","-0.41242"
"0.18000","0.00003","-0.29767"
"0.20000","0.00003","-0.14201"
"0.22000","0.00003","-0.00850"
"0.24000","0.00003","-0.29912"
"0.26000","0.00003","-0.27348"
"0.28000","0.00003","-0.12040"
"0.30000","0.00003","-0.06267"
"0.32000","0.00003","-0.02839"
"0.34000","0.00003","0.00398"
"0.36000","0.00003","-0.20315"
"0.38000","0.00005","-0.30599"
"0.40000","0.00005","-0.14811"
"0.42000","0.00005","0.09439"
"0.44000","0.00008","-0.03201"
"0.46000","0.00008","-0.19663"
"0.48000","0.00011","-0.03977"
"0.50000","0.00011","0.14290"
"0.52000","0.00013","0.42921"
"0.54000","0.00013","0.18372"
"0.56000","0.00016","0.12537"
"0.58000","0.00016","0.31497"
"0.60000","0.00019","0.45205"
"0.62000","0.00021","0.73843"
"0.64000","0.00021","0.97756"
"0.66000","0.00024","1.23454"
"0.68000","0.00024","1.34734"
"0.70000","0.00027","1.42962"
"0.72000","0.00030","1.25334"
"0.74000","0.00032","1.46413"
"0.76000","0.00034","1.88285"
"0.78000","0.00037","1.87058"
"0.80000","0.00040","1.66385"
"0.82000","0.00043","1.73723"
"0.84000","0.00046","2.31663"
"0.86000","0.00048","2.70607"
"0.88000","0.00049","2.75516"
"0.90000","0.00051","3.01234"
"0.92000","0.00054","3.28077"
"0.94000","0.00056","3.45663"
"0.96000","0.00059","3.63515"
"0.98000","0.00059","3.97751"
"1.00000","0.00062","4.14862"
"1.02000","0.00064","4.05413"
"1.04000","0.00067","4.03127"
"1.06000","0.00067","3.92761"
"1.08000","0.00070","4.34599"
"1.10000","0.00072","4.56436"
"1.12000","0.00072","4.73747"
"1.14000","0.00075","4.75395"
"1.16000","0.00078","4.81510"
"1.18000","0.00078","5.03161"
"1.20000","0.00080","5.20656"
"1.22000","0.00083","5.37180"
"1.24000","0.00084","5.54483"
"1.26000","0.00086","5.89732"
"1.28000","0.00088","6.31676"
"1.30000","0.00091","6.43995"
"1.32000","0.00094","6.35337"
"1.34000","0.00097","6.60678"
"1.36000","0.00096","6.77773"
"1.38000","0.00099","7.08897"
"1.40000","0.00102","7.31394"
"1.42000","0.00102","7.46356"
"1.44000","0.00104","7.61090"
"1.46000","0.00107","7.70340"
"1.48000","0.00107","7.93743"
"1.50000","0.00110","7.91031"
"1.52000","0.00113","8.19405"
"1.54000","0.00113","8.49889"
"1.56000","0.00115","8.58388"
"1.58000","0.00118","8.75288"
"1.60000","0.00118","8.95378"
"1.62000","0.00121","9.28679"
"1.64000","0.00121","9.39555"
"1.66000","0.00123","9.51056"
"1.68000","0.00126","9.68642"
"1.70000","0.00126","9.86703"
"1.72000","0.00129","10.21830"
"1.74000","0.00131","10.38699"
"1.76000","0.00131","10.33144"
"1.78000","0.00134","10.41101"
"1.80000","0.00134","10.56996"
"1.82000","0.00137","10.67634"
"1.84000","0.00139","11.24217"
"1.86000","0.00139","11.52379"
"1.88000","0.00142","11.78113"
"1.90000","0.00144","12.11978"
"1.92000","0.00145","12.20443"
"1.94000","0.00147","12.27909"
"1.96000","0.00147","12.24214"
"1.98000","0.00150","12.31669"
"2.00000","0.00153","12.34798"
"2.02000","0.00153","12.67362"
"2.04000","0.00155","13.15820"
"2.06000","0.00158","13.38438"
"2.08000","0.00158","13.40529"
"2.10000","0.00161","13.61159"
"2.12000","0.00163","13.80682"
"2.14000","0.00163","14.09543"
"2.16000","0.00166","14.32001"
"2.18000","0.00169","14.34226"
"2.20000","0.00169","14.57506"
"2.22000","0.00171","14.83999"
"2.24000","0.00174","14.91642"
"2.26000","0.00174","15.08972"
"2.28000","0.00177","15.20988"
"2.30000","0.00179","15.38157"
"2.32000","0.00179","15.48384"
"2.34000","0.00182","15.91763"
"2.36000","0.00185","16.38095"
"2.38000","0.00185","16.25068"
"2.40000","0.00188","16.52790"
"2.42000","0.00190","16.68344"
"2.44000","0.00193","16.80569"
"2.46000","0.00193","17.04910"
"2.48000","0.00196","17.14863"
"2.50000","0.00198","17.29216"
"2.52000","0.00198","17.66277"
"2.54000","0.00201","17.70300"
"2.56000","0.00204","17.93865"
"2.58000","0.00204","18.11596"
"2.60000","0.00206","18.19008"
"2.62000","0.00209","18.52473"
"2.64000","0.00209","18.96966"
