Time measurement,Displacement,Primary force measurement
(s),(mm),(N)
"0.00000","0.00000","-0.18679"
"0.05000","0.00000","-0.27830"
"0.10000","0.00000","-0.33705"
"0.15000","0.00000","-0.67059"
"0.20000","0.00016","-0.10564"
"0.25000","0.00016","0.51321"
"0.30000","0.00016","0.14994"
"0.35000","0.00016","0.35562"
"0.40000","0.00016","0.35437"
"0.45000","0.00016","0.25907"
"0.50000","0.00016","0.33306"
"0.55000","0.00020","0.24962"
"0.60000","0.00024","0.43480"
"0.65000","0.00027","0.83468"
"0.70000","0.00032","1.00643"
"0.75000","0.00032","1.16974"
"0.80000","0.00039","1.48227"
"0.85000","0.00046","2.16067"
"0.90000","0.00051","2.29389"
"0.95000","0.00056","3.13874"
"1.00000","0.00062","3.46390"
"1.05000","0.00067","3.97431"
"1.10000","0.00072","4.51603"
"1.15000","0.00075","4.82529"
"1.20000","0.00080","5.31049"
"1.25000","0.00086","5.80292"
"1.30000","0.00091","6.38749"
"1.35000","0.00095","7.39140"
"1.40000","0.00099","7.77565"
"1.45000","0.00105","7.88057"
"1.50000","0.00107","8.26195"
"1.55000","0.00113","9.14436"
"1.60000","0.00118","9.75528"
"1.65000","0.00121","10.23568"
"1.70000","0.00126","10.46914"
"1.75000","0.00130","11.46107"
"1.80000","0.00134","11.99170"
"1.85000","0.00139","12.27909"
"1.90000","0.00145","12.62511"
"1.95000","0.00147","13.40197"
"2.00000","0.00151","14.00149"
"2.05000","0.00155","14.74407"
"2.10000","0.00161","15.07657"
"2.15000","0.00163","15.87934"
"2.20000","0.00169","16.17627"
"2.25000","0.00171","16.93305"
"2.30000","0.00177","17.72654"
"2.35000","0.00182","18.27221"
"2.40000","0.00185","18.57846"
"2.45000","0.00190","18.64044"
"2.50000","0.00193","19.87599"
"2.55000","0.00198","20.53672"
"2.60000","0.00204","20.85516"
"2.65000","0.00206","21.79920"
"2.70000","0.00209","21.76877"
"2.75000","0.00214","22.79944"
"2.80000","0.00220","23.50958"
"2.85000","0.00222","24.44485"
"2.90000","0.00227","24.20917"
"2.95000","0.00230","24.93575"
"3.00000","0.00236","25.49050"
"3.05000","0.00238","26.74737"
"3.10000","0.00244","27.17047"
"3.15000","0.00246","27.46512"
"3.20000","0.00252","27.68210"
"3.25000","0.00256","28.80618"
"3.30000","0.00260","29.60926"
"3.35000","0.00262","30.21511"
"3.40000","0.00268","30.18307"
"3.45000","0.00273","30.75847"
"3.50000","0.00276","31.59441"
"3.55000","0.00281","32.41671"
"3.60000","0.00284","33.26738"
"3.65000","0.00289","33.37179"
"3.70000","0.00294","34.12588"
"3.75000","0.00297","35.03670"
"3.80000","0.00300","35.92675"
"3.85000","0.00305","36.34779"
"3.90000","0.00308","36.93238"
"3.95000","0.00313","37.78183"
"4.00000","0.00319","38.16544"
"4.05000","0.00321","38.88538"
"4.10000","0.00327","39.44542"
"4.15000","0.00329","40.10010"
"4.20000","0.00335","41.01062"
"4.25000","0.00340","41.97570"
"4.30000","0.00344","42.68386"
"4.35000","0.00348","43.12669"
"4.40000","0.00353","43.25331"
"4.45000","0.00356","44.18550"
"4.50000","0.00362","45.16033"
"4.55000","0.00364","45.73883"
"4.60000","0.00370","46.27573"
"4.65000","0.00372","46.87649"
"4.70000","0.00378","47.67495"
"4.75000","0.00383","48.61546"
"4.80000","0.00386","49.48415"
"4.85000","0.00391","49.57353"
"4.90000","0.00396","50.35820"
"4.95000","0.00399","51.27274"
"5.00000","0.00405","52.00769"
"5.05000","0.00407","52.56528"
"5.10000","0.00412","53.10950"
"5.15000","0.00418","53.81339"
"5.20000","0.00423","54.76681"
"5.25000","0.00429","55.69109"
"5.30000","0.00431","56.41158"
"5.35000","0.00435","56.79983"
