Time measurement,Displacement,Primary force measurement
(s),(mm),(N)
"0.00000","0.00000","0.07140"
"0.02000","0.00000","0.06919"
"0.04000","0.00000","-0.02089"
"0.06000","0.00000","-0.07266"
"0.08000","0.00000","-0.25076"
"0.10000","0.00000","-0.12085"
"0.12000","0.00000","0.15440"
"0.14000","0.00000","0.11350"
"0.16000","0.00000","0.03592"
"0.18000","0.00000","0.07298"
"0.20000","0.00000","-0.09479"
"0.22000","0.00005","-0.05589"
"0.24000","0.00005","0.17650"
"0.26000","0.00005","0.19230"
"0.28000","0.00005","0.14027"
"0.30000","0.00005","0.14176"
"0.32000","0.00005","0.23136"
"0.34000","0.00005","0.21075"
"0.36000","0.00005","0.01533"
"0.38000","0.00005","-0.00754"
"0.40000","0.00008","0.13327"
"0.42000","0.00008","0.27574"
"0.44000","0.00008","0.43967"
"0.46000","0.00009","0.44278"
"0.48000","0.00011","0.38390"
"0.50000","0.00011","0.36845"
"0.52000","0.00011","0.36093"
"0.54000","0.00013","0.48807"
"0.56000","0.00013","0.63234"
"0.58000","0.00016","0.75952"
"0.60000","0.00016","0.70394"
"0.62000","0.00019","1.06639"
"0.64000","0.00020","1.30349"
"0.66000","0.00021","1.47616"
"0.68000","0.00024","1.85530"
"0.70000","0.00027","2.23465"
"0.72000","0.00027","2.42669"
"0.74000","0.00030","2.71519"
"0.76000","0.00032","3.06736"
"0.78000","0.00035","3.29086"
"0.80000","0.00037","3.66414"
"0.82000","0.00040","4.04856"
"0.84000","0.00043","4.16027"
"0.86000","0.00046","4.32210"
"0.88000","0.00048","4.62600"
"0.90000","0.00051","4.83529"
"0.92000","0.00052","5.11592"
"0.94000","0.00054","5.49617"
"0.96000","0.00056","5.65170"
"0.98000","0.00059","5.94945"
"1.00000","0.00062","6.30847"
"1.02000","0.00063","6.60231"
"1.04000","0.00064","6.61456"
"1.06000","0.00067","6.80372"
"1.08000","0.00069","7.07835"
"1.10000","0.00070","7.35508"
"1.12000","0.00072","7.57475"
"1.14000","0.00072","7.80661"
"1.16000","0.00075","8.05251"
"1.18000","0.00078","8.38250"
"1.20000","0.00078","8.68759"
"1.22000","0.00080","8.72133"
"1.24000","0.00083","9.02032"
"1.26000","0.00083","9.09616"
"1.28000","0.00086","9.47522"
"1.30000","0.00086","9.93309"
"1.32000","0.00088","10.14768"
"1.34000","0.00091","10.23639"
"1.36000","0.00091","10.31427"
"1.38000","0.00094","10.47716"
"1.40000","0.00096","10.76376"
"1.42000","0.00096","10.89465"
"1.44000","0.00099","11.06714"
"1.46000","0.00100","11.68107"
"1.48000","0.00102","11.87775"
"1.50000","0.00104","12.36774"
"1.52000","0.00104","12.38284"
"1.54000","0.00107","12.48688"
"1.56000","0.00110","12.67504"
"1.58000","0.00110","12.92943"
"1.60000","0.00112","13.36212"
"1.62000","0.00113","13.25886"
"1.64000","0.00115","13.61644"
"1.66000","0.00118","13.94066"
"1.68000","0.00120","14.21224"
"1.70000","0.00121","14.31518"
"1.72000","0.00123","14.67012"
"1.74000","0.00124","14.81012"
"1.76000","0.00126","14.94043"
"1.78000","0.00129","15.34449"
"1.80000","0.00130","15.77956"
"1.82000","0.00131","16.05770"
"1.84000","0.00134","16.31042"
"1.86000","0.00134","16.69994"
"1.88000","0.00137","16.82690"
"1.90000","0.00139","17.23538"
"1.92000","0.00139","17.12834"
"1.94000","0.00142","17.47182"
"1.96000","0.00145","17.96468"
"1.98000","0.00145","18.26961"
"2.00000","0.00147","18.39586"
"2.02000","0.00150","18.68004"
"2.04000","0.00150","18.96459"
"2.06000","0.00153","19.11958"
"2.08000","0.00153","19.26672"
"2.10000","0.00155","19.46722"
"2.12000","0.00158","19.72053"
"2.14000","0.00158","20.04098"
"2.16000","0.00161","20.14383"
"2.18000","0.00161","20.45497"
