Time measurement,Displacement,Primary force measurement
(s),(mm),(N)
"0.00000","0.00000","-0.04929"
"0.02000","0.00000","-0.07664"
"0.04000","0.00000","0.18956"
"0.06000","0.00000","0.26166"
"0.08000","0.00000","-0.12969"
"0.10000","0.00000","-0.09235"
"0.12000","0.00000","0.09328"
"0.14000","0.00000","-0.13048"
"0.16000","0.00000","-0.02622"
"0.18000","0.00000","0.20198"
"0.20000","0.00000","0.08784"
"0.22000","0.00000","0.01848"
"0.24000","0.00001","0.13964"
"0.26000","0.00003","0.08323"
"0.28000","0.00003","0.07275"
"0.30000","0.00003","-0.02120"
"0.32000","0.00003","-0.28475"
"0.34000","0.00003","0.00217"
"0.36000","0.00003","0.12152"
"0.38000","0.00003","0.10715"
"0.40000","0.00005","0.07846"
"0.42000","0.00005","0.14858"
"0.44000","0.00005","-0.04757"
"0.46000","0.00005","0.03308"
"0.48000","0.00008","0.14372"
"0.50000","0.00008","0.11290"
"0.52000","0.00008","0.10715"
"0.54000","0.00011","0.18315"
"0.56000","0.00011","0.39875"
"0.58000","0.00013","0.54532"
"0.60000","0.00013","0.67496"
"0.62000","0.00016","0.67956"
"0.64000","0.00016","0.75795"
"0.66000","0.00019","0.85413"
"0.68000","0.00019","1.02950"
"0.70000","0.00021","0.85123"
"0.72000","0.00024","1.06817"
"0.74000","0.00027","1.40184"
"0.76000","0.00027","1.72332"
"0.78000","0.00029","2.04841"
"0.80000","0.00032","2.27046"
"0.82000","0.00035","2.36726"
"0.84000","0.00035","2.31963"
"0.86000","0.00037","2.51696"
"0.88000","0.00040","2.89603"
"0.90000","0.00042","3.08998"
"0.92000","0.00045","3.28697"
"0.94000","0.00046","3.39225"
"0.96000","0.00048","3.69879"
"0.98000","0.00051","3.92687"
"1.00000","0.00054","4.00644"
"1.02000","0.00056","4.05281"
"1.04000","0.00056","4.29675"
"1.06000","0.00060","4.63433"
"1.08000","0.00062","4.82109"
"1.10000","0.00064","4.98340"
"1.12000","0.00067","5.11849"
"1.14000","0.00070","5.32566"
"1.16000","0.00071","5.55053"
"1.18000","0.00072","5.62769"
"1.20000","0.00075","5.84405"
"1.22000","0.00078","6.23487"
"1.24000","0.00079","6.55316"
"1.26000","0.00080","6.67899"
"1.28000","0.00083","6.73011"
"1.30000","0.00084","6.85215"
"1.32000","0.00086","7.03166"
"1.34000","0.00088","7.33837"
"1.36000","0.00091","7.51371"
"1.38000","0.00091","7.75322"
"1.40000","0.00094","7.84640"
"1.42000","0.00096","7.86822"
"1.44000","0.00099","8.00767"
"1.46000","0.00099","8.38123"
"1.48000","0.00102","8.56231"
"1.50000","0.00105","8.90212"
"1.52000","0.00104","8.87661"
"1.54000","0.00107","9.08053"
"1.56000","0.00109","9.23896"
"1.58000","0.00110","9.13475"
"1.60000","0.00112","9.25145"
"1.62000","0.00113","9.59730"
"1.64000","0.00115","9.83931"
"1.66000","0.00118","9.82051"
"1.68000","0.00118","9.76156"
"1.70000","0.00121","9.95969"
"1.72000","0.00123","10.32272"
"1.74000","0.00123","10.49568"
"1.76000","0.00126","10.58839"
"1.78000","0.00126","10.51371"
"1.80000","0.00129","10.77609"
"1.82000","0.00131","10.98013"
"1.84000","0.00131","11.17225"
"1.86000","0.00134","11.46841"
"1.88000","0.00137","11.63879"
"1.90000","0.00137","11.76176"
"1.92000","0.00139","11.82583"
"1.94000","0.00142","11.92513"
"1.96000","0.00142","12.22787"
"1.98000","0.00145","12.44358"
"2.00000","0.00147","12.65823"
"2.02000","0.00147","12.47293"
"2.04000","0.00150","12.75035"
"2.06000","0.00150","13.06198"
"2.08000","0.00153","13.33504"
"2.10000","0.00155","13.41408"
"2.12000","0.00155","13.39099"
"2.14000","0.00158","13.46883"
"2.16000","0.00159","13.66365"
"2.18000","0.00161","13.72491"
"2.20000","0.00163","13.89531"
"2.22000","0.00163","14.08386"
"2.24000","0.00166","14.35938"
"2.26000","0.00169","14.50387"
"2.28000","0.00170","14.58411"
"2.30000","0.00171","14.67243"
"2.32000","0.00174","14.91316"
"2.34000","0.00176","15.11639"
"2.36000","0.00177","15.48491"
"2.38000","0.00179","15.58509"
"2.40000","0.00179","15.71883"
"2.42000","0.00182","15.82908"
"2.44000","0.00185","16.18265"
"2.46000","0.00185","16.11018"
"2.48000","0.00188","16.20554"
"2.50000","0.00190","16.45157"
"2.52000","0.00193","16.72945"
"2.54000","0.00193","16.96673"
"2.56000","0.00196","17.01640"
"2.58000","0.00198","17.27340"
"2.60000","0.00201","17.54650"
"2.62000","0.00201","17.78457"
"2.64000","0.00204","17.98389"
"2.66000","0.00204","17.96076"
"2.68000","0.00206","18.23639"
